Year,Governorate,Perpetrator,Weapon,Health,School,Public,Private,Unknown
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,1,0,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,1,1,0,0
2017,Raqqa,US Coalition,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hasakah,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Unknown,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Unknown,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Unknown,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hasakah,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,1,0
2017,Hasakah,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,Unknown,Unknown,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,1,0
2017,Hasakah,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Unknown,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,Unknown,Unknown,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,1,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Deir Ezzor,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Unknown,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Unknown,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,1,0,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,1,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,Unknown,Unknown,0,0,1,0,1
2017,Hasakah,US Coalition,Airstrike,0,1,0,0,0
2017,Hasakah,US Coalition,Airstrike,0,1,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hasakah,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
2017,Raqqa,Unknown,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,1,0,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,1,0,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,1,1,0
2017,Raqqa,Other,Artillery Shelling,1,0,0,0,0
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Hasakah,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hama,Russia,Unknown,0,0,0,0,1
2017,Aleppo,Turkey,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
2017,Hama,Russia,Airstrike,0,0,0,1,0
2017,Hama,Russia,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Mortar,0,0,1,0,0
2017,Hasakah,US Coalition,Airstrike,0,0,1,0,0
2017,Hasakah,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Artillery Shelling,1,0,0,0,0
2017,Raqqa,US Coalition,Artillery Shelling,1,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Deir Ezzor,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Turkey,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Homs,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Deir Ezzor,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,1,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Deir Ezzor,Unknown,Airstrike,0,0,0,0,1
2017,Deir Ezzor,Russia,Airstrike,0,0,0,0,1
2017,Deir Ezzor,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Deir Ezzor,Russia,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Hasakah,US Coalition,Airstrike,0,0,1,0,0
2017,Hama,Russia,Airstrike,0,0,1,0,0
2017,Deir Ezzor,Russia,Airstrike,0,0,1,1,0
2017,Deir Ezzor,Russia,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Unknown,0,0,0,0,1
2017,Idlib,Russia,Unknown,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Unknown,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Unknown,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,1,0
2017,Idlib,Russia-Syria,Airstrike,1,0,0,0,0
2017,Idlib,Russia-Syria,Airstrike,1,0,0,0,0
2017,Idlib,Russia-Syria,Airstrike,1,0,0,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hasakah,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Deir Ezzor,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Deir Ezzor,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Deir Ezzor,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Hasakah,US Coalition,Airstrike,0,0,0,1,0
2017,Idlib,Russia,Airstrike,0,0,0,1,0
2017,Aleppo,Russia,Airstrike,0,0,0,1,0
2017,Deir Ezzor,Russia,Airstrike,0,0,0,1,0
2017,Deir Ezzor,Russia,Airstrike,0,0,0,1,0
2017,Deir Ezzor,Unknown,Airstrike,0,0,1,0,0
2017,Idlib,Russia-Syria,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Deir Ezzor,Russia,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,1,0
2017,Idlib,Russia,Airstrike,0,1,0,0,0
2017,Idlib,Russia,Airstrike,0,1,1,0,0
2017,Idlib,Unknown,Airstrike,1,0,0,0,0
2017,Rif Dimashq,Russia-Syria,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Unknown,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hasakah,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Unknown,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Rif Dimashq,Russia-Syria,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hasakah,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Unknown,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Unknown,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Unknown,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Hasakah,US Coalition,Airstrike,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,Unknown,Unknown,0,0,0,0,1
2017,Hama,Russia-Syria,Airstrike,0,0,1,0,0
2017,Aleppo,Russia-Syria,Airstrike,1,0,0,0,0
2017,Deir Ezzor,US Coalition,Unknown,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Hama,Russia-Syria,Airstrike,1,0,0,0,0
2017,Deir Ezzor,Unknown,Unknown,0,0,0,0,1
2017,Deir Ezzor,Unknown,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Aleppo,Russia-Syria,Airstrike,1,0,0,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Hasakah,US Coalition,Unknown,0,0,1,0,0
2017,Hama,Russia-Syria,Airstrike,1,0,0,0,0
2017,Hama,Russia,Airstrike,1,0,0,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2018,Rif Dimashq,Russia,Airstrike,0,0,0,0,1
2018,Rif Dimashq,Syria,Airstrike,0,0,0,0,1
2018,Rif Dimashq,Russia-Syria,Airstrike,0,0,1,0,0
2018,Rif Dimashq,Syria,Artillery Shelling,0,0,1,0,0
2018,Idlib,Syria,Airstrike,0,0,1,0,0
2018,Aleppo,Turkey,Artillery Shelling,0,0,1,0,0
2018,Damascus,Unknown,Artillery Shelling,1,0,0,0,0
2018,Hama,Russia-Syria,Airstrike,1,0,0,0,0
2018,Idlib,Russia-Syria,Airstrike,1,0,0,0,0
2018,Hama,Russia-Syria,Airstrike,1,0,0,0,0
2018,Rif Dimashq,Russia-Syria,Airstrike,1,0,0,0,0
2018,Rif Dimashq,Russia-Syria,Airstrike,1,0,0,0,0
2018,Idlib,Russia,Airstrike,1,0,0,0,0
2018,Idlib,Russia,Airstrike,1,0,0,0,0
2018,Rif Dimashq,Syria,Airstrike,1,0,0,0,0
2018,Rif Dimashq,Syria,Airstrike,1,0,0,0,0
2018,Deir Ezzor,US Coalition,Unknown,0,0,0,0,1
2018,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2018,Damascus,Unknown,Airstrike,0,0,0,0,1
2018,Damascus,Unknown,Artillery Shelling,0,0,0,0,1
2018,Idlib,Russia-Syria,Airstrike,0,0,0,0,1
2018,Idlib,Russia,Airstrike,0,0,0,0,1
2018,Deir Ezzor,US Coalition,Airstrike,0,0,0,1,0
2018,Rif Dimashq,Syria,Mortar,0,0,0,1,0
2018,Idlib,Syria,Airstrike,0,0,0,1,0
